Model,MDO3014
Firmware Version,1.20

Waveform Type,ANALOG
Point Format,Y
Horizontal Units,s
Horizontal Scale,0.001
Horizontal Delay,-0.00064
Sample Interval,1e-07
Record Length,100000
Gating,0.0% to 100.0%
Probe Attenuation,1
Vertical Units,V
Vertical Offset,0
Vertical Scale,0.01
Vertical Position,0
,
,
,
Label,
TIME,"MATH<CH2-CH1>"
-5.568400e-03,-0.00318594
-5.568300e-03,-0.00326563
-5.568200e-03,-0.00320313
-5.568100e-03,-0.0031375
-5.568000e-03,-0.00309063
-5.567900e-03,-0.00317812
-5.567800e-03,-0.00323594
-5.567700e-03,-0.003175
-5.567600e-03,-0.00321875
-5.567500e-03,-0.00314531
-5.567400e-03,-0.00325312
-5.567300e-03,-0.00325938
-5.567200e-03,-0.00321406
-5.567100e-03,-0.00319688
-5.567000e-03,-0.00325938
-5.566900e-03,-0.00327344
-5.566800e-03,-0.00317812
-5.566700e-03,-0.00319688
-5.566600e-03,-0.00330313
-5.566500e-03,-0.00328125
-5.566400e-03,-0.00323125
-5.566300e-03,-0.00318125
-5.566200e-03,-0.00331875
-5.566100e-03,-0.00318125
-5.566000e-03,-0.0032625
-5.565900e-03,-0.0033375
-5.565800e-03,-0.00326563
-5.565700e-03,-0.00323438
-5.565600e-03,-0.00319063
-5.565500e-03,-0.00313281
-5.565400e-03,-0.00318594
-5.565300e-03,-0.0032875
-5.565200e-03,-0.003225
-5.565100e-03,-0.00322344
-5.565000e-03,-0.00324375
-5.564900e-03,-0.00328437
-5.564800e-03,-0.00323438
-5.564700e-03,-0.00312969
-5.564600e-03,-0.00320625
-5.564500e-03,-0.00330938
-5.564400e-03,-0.0033125
-5.564300e-03,-0.00322813
-5.564200e-03,-0.00318125
-5.564100e-03,-0.00313125
-5.564000e-03,-0.00316094
-5.563900e-03,-0.00325938
-5.563800e-03,-0.00323438
-5.563700e-03,-0.0033125
-5.563600e-03,-0.0032625
-5.563500e-03,-0.00328281
-5.563400e-03,-0.0033
-5.563300e-03,-0.0032625
-5.563200e-03,-0.00333125
-5.563100e-03,-0.00321563
-5.563000e-03,-0.00327813
-5.562900e-03,-0.00325
-5.562800e-03,-0.00324688
-5.562700e-03,-0.00330625
-5.562600e-03,-0.00325938
-5.562500e-03,-0.00325469
-5.562400e-03,-0.00319688
-5.562300e-03,-0.00312188
-5.562200e-03,-0.00332188
-5.562100e-03,-0.003175
-5.562000e-03,-0.00324375
-5.561900e-03,-0.00324531
-5.561800e-03,-0.00322188
-5.561700e-03,-0.00321563
-5.561600e-03,-0.00326875
-5.561500e-03,-0.00325312
-5.561400e-03,-0.00325
-5.561300e-03,-0.00313125
-5.561200e-03,-0.0033125
-5.561100e-03,-0.00325625
-5.561000e-03,-0.00321875
-5.560900e-03,-0.00320469
-5.560800e-03,-0.00322344
-5.560700e-03,-0.00318125
-5.560600e-03,-0.00317969
-5.560500e-03,-0.00322656
-5.560400e-03,-0.00321875
-5.560300e-03,-0.0032375
-5.560200e-03,-0.00319688
-5.560100e-03,-0.0033
-5.560000e-03,-0.00314063
-5.559900e-03,-0.00317031
-5.559800e-03,-0.00324688
-5.559700e-03,-0.00316563
-5.559600e-03,-0.00329063
-5.559500e-03,-0.00324063
-5.559400e-03,-0.00327656
